image_id,raw_image_path,processed_image_path,thumbnail_path,source_root,split,filename,material_type,script_family,is_manuscript,notes
3156,data\raw\manuscripts\hf_sanskrit_ocr\validation\2048.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2048.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2048.png,hf_sanskrit_ocr,validation,2048.png,printed,Devanagari,no, auto: HF OCR typed sample
3157,data\raw\manuscripts\hf_sanskrit_ocr\validation\2065.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2065.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2065.png,hf_sanskrit_ocr,validation,2065.png,printed,Devanagari,no, auto: HF OCR typed sample
3158,data\raw\manuscripts\hf_sanskrit_ocr\validation\2068.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2068.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2068.png,hf_sanskrit_ocr,validation,2068.png,printed,Devanagari,no, auto: HF OCR typed sample
3159,data\raw\manuscripts\hf_sanskrit_ocr\validation\207.png,data\processed\images_1024\hf_sanskrit_ocr\validation\207.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\207.png,hf_sanskrit_ocr,validation,207.png,printed,Devanagari,no, auto: HF OCR typed sample
3160,data\raw\manuscripts\hf_sanskrit_ocr\validation\2070.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2070.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2070.png,hf_sanskrit_ocr,validation,2070.png,printed,Devanagari,no, auto: HF OCR typed sample
3161,data\raw\manuscripts\hf_sanskrit_ocr\validation\2081.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2081.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2081.png,hf_sanskrit_ocr,validation,2081.png,printed,Devanagari,no, auto: HF OCR typed sample
3162,data\raw\manuscripts\hf_sanskrit_ocr\validation\2083.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2083.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2083.png,hf_sanskrit_ocr,validation,2083.png,printed,Devanagari,no, auto: HF OCR typed sample
3163,data\raw\manuscripts\hf_sanskrit_ocr\validation\2087.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2087.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2087.png,hf_sanskrit_ocr,validation,2087.png,printed,Devanagari,no, auto: HF OCR typed sample
3164,data\raw\manuscripts\hf_sanskrit_ocr\validation\2093.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2093.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2093.png,hf_sanskrit_ocr,validation,2093.png,printed,Devanagari,no, auto: HF OCR typed sample
3165,data\raw\manuscripts\hf_sanskrit_ocr\validation\2094.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2094.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2094.png,hf_sanskrit_ocr,validation,2094.png,printed,Devanagari,no, auto: HF OCR typed sample
3166,data\raw\manuscripts\hf_sanskrit_ocr\validation\2097.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2097.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2097.png,hf_sanskrit_ocr,validation,2097.png,printed,Devanagari,no, auto: HF OCR typed sample
3167,data\raw\manuscripts\hf_sanskrit_ocr\validation\21.png,data\processed\images_1024\hf_sanskrit_ocr\validation\21.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\21.png,hf_sanskrit_ocr,validation,21.png,printed,Devanagari,no, auto: HF OCR typed sample
3168,data\raw\manuscripts\hf_sanskrit_ocr\validation\210.png,data\processed\images_1024\hf_sanskrit_ocr\validation\210.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\210.png,hf_sanskrit_ocr,validation,210.png,printed,Devanagari,no, auto: HF OCR typed sample
3169,data\raw\manuscripts\hf_sanskrit_ocr\validation\2103.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2103.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2103.png,hf_sanskrit_ocr,validation,2103.png,printed,Devanagari,no, auto: HF OCR typed sample
3170,data\raw\manuscripts\hf_sanskrit_ocr\validation\2107.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2107.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2107.png,hf_sanskrit_ocr,validation,2107.png,printed,Devanagari,no, auto: HF OCR typed sample
3171,data\raw\manuscripts\hf_sanskrit_ocr\validation\2108.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2108.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2108.png,hf_sanskrit_ocr,validation,2108.png,printed,Devanagari,no, auto: HF OCR typed sample
3172,data\raw\manuscripts\hf_sanskrit_ocr\validation\2109.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2109.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2109.png,hf_sanskrit_ocr,validation,2109.png,printed,Devanagari,no, auto: HF OCR typed sample
3173,data\raw\manuscripts\hf_sanskrit_ocr\validation\2110.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2110.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2110.png,hf_sanskrit_ocr,validation,2110.png,printed,Devanagari,no, auto: HF OCR typed sample
3174,data\raw\manuscripts\hf_sanskrit_ocr\validation\2114.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2114.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2114.png,hf_sanskrit_ocr,validation,2114.png,printed,Devanagari,no, auto: HF OCR typed sample
3175,data\raw\manuscripts\hf_sanskrit_ocr\validation\2115.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2115.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2115.png,hf_sanskrit_ocr,validation,2115.png,printed,Devanagari,no, auto: HF OCR typed sample
3176,data\raw\manuscripts\hf_sanskrit_ocr\validation\213.png,data\processed\images_1024\hf_sanskrit_ocr\validation\213.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\213.png,hf_sanskrit_ocr,validation,213.png,printed,Devanagari,no, auto: HF OCR typed sample
3177,data\raw\manuscripts\hf_sanskrit_ocr\validation\2137.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2137.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2137.png,hf_sanskrit_ocr,validation,2137.png,printed,Devanagari,no, auto: HF OCR typed sample
3178,data\raw\manuscripts\hf_sanskrit_ocr\validation\2150.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2150.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2150.png,hf_sanskrit_ocr,validation,2150.png,printed,Devanagari,no, auto: HF OCR typed sample
3179,data\raw\manuscripts\hf_sanskrit_ocr\validation\2152.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2152.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2152.png,hf_sanskrit_ocr,validation,2152.png,printed,Devanagari,no, auto: HF OCR typed sample
3180,data\raw\manuscripts\hf_sanskrit_ocr\validation\2154.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2154.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2154.png,hf_sanskrit_ocr,validation,2154.png,printed,Devanagari,no, auto: HF OCR typed sample
3181,data\raw\manuscripts\hf_sanskrit_ocr\validation\2157.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2157.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2157.png,hf_sanskrit_ocr,validation,2157.png,printed,Devanagari,no, auto: HF OCR typed sample
3182,data\raw\manuscripts\hf_sanskrit_ocr\validation\2159.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2159.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2159.png,hf_sanskrit_ocr,validation,2159.png,printed,Devanagari,no, auto: HF OCR typed sample
3183,data\raw\manuscripts\hf_sanskrit_ocr\validation\2161.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2161.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2161.png,hf_sanskrit_ocr,validation,2161.png,printed,Devanagari,no, auto: HF OCR typed sample
3184,data\raw\manuscripts\hf_sanskrit_ocr\validation\2165.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2165.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2165.png,hf_sanskrit_ocr,validation,2165.png,printed,Devanagari,no, auto: HF OCR typed sample
3185,data\raw\manuscripts\hf_sanskrit_ocr\validation\218.png,data\processed\images_1024\hf_sanskrit_ocr\validation\218.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\218.png,hf_sanskrit_ocr,validation,218.png,printed,Devanagari,no, auto: HF OCR typed sample
3186,data\raw\manuscripts\hf_sanskrit_ocr\validation\2199.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2199.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2199.png,hf_sanskrit_ocr,validation,2199.png,printed,Devanagari,no, auto: HF OCR typed sample
3187,data\raw\manuscripts\hf_sanskrit_ocr\validation\2206.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2206.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2206.png,hf_sanskrit_ocr,validation,2206.png,printed,Devanagari,no, auto: HF OCR typed sample
3188,data\raw\manuscripts\hf_sanskrit_ocr\validation\222.png,data\processed\images_1024\hf_sanskrit_ocr\validation\222.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\222.png,hf_sanskrit_ocr,validation,222.png,printed,Devanagari,no, auto: HF OCR typed sample
3189,data\raw\manuscripts\hf_sanskrit_ocr\validation\2222.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2222.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2222.png,hf_sanskrit_ocr,validation,2222.png,printed,Devanagari,no, auto: HF OCR typed sample
3190,data\raw\manuscripts\hf_sanskrit_ocr\validation\2228.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2228.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2228.png,hf_sanskrit_ocr,validation,2228.png,printed,Devanagari,no, auto: HF OCR typed sample
3191,data\raw\manuscripts\hf_sanskrit_ocr\validation\2240.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2240.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2240.png,hf_sanskrit_ocr,validation,2240.png,printed,Devanagari,no, auto: HF OCR typed sample
3192,data\raw\manuscripts\hf_sanskrit_ocr\validation\2246.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2246.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2246.png,hf_sanskrit_ocr,validation,2246.png,printed,Devanagari,no, auto: HF OCR typed sample
3193,data\raw\manuscripts\hf_sanskrit_ocr\validation\2249.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2249.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2249.png,hf_sanskrit_ocr,validation,2249.png,printed,Devanagari,no, auto: HF OCR typed sample
3194,data\raw\manuscripts\hf_sanskrit_ocr\validation\2251.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2251.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2251.png,hf_sanskrit_ocr,validation,2251.png,printed,Devanagari,no, auto: HF OCR typed sample
3195,data\raw\manuscripts\hf_sanskrit_ocr\validation\2252.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2252.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2252.png,hf_sanskrit_ocr,validation,2252.png,printed,Devanagari,no, auto: HF OCR typed sample
3196,data\raw\manuscripts\hf_sanskrit_ocr\validation\2259.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2259.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2259.png,hf_sanskrit_ocr,validation,2259.png,printed,Devanagari,no, auto: HF OCR typed sample
3197,data\raw\manuscripts\hf_sanskrit_ocr\validation\2260.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2260.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2260.png,hf_sanskrit_ocr,validation,2260.png,printed,Devanagari,no, auto: HF OCR typed sample
3198,data\raw\manuscripts\hf_sanskrit_ocr\validation\2265.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2265.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2265.png,hf_sanskrit_ocr,validation,2265.png,printed,Devanagari,no, auto: HF OCR typed sample
3199,data\raw\manuscripts\hf_sanskrit_ocr\validation\2266.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2266.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2266.png,hf_sanskrit_ocr,validation,2266.png,printed,Devanagari,no, auto: HF OCR typed sample
3200,data\raw\manuscripts\hf_sanskrit_ocr\validation\227.png,data\processed\images_1024\hf_sanskrit_ocr\validation\227.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\227.png,hf_sanskrit_ocr,validation,227.png,printed,Devanagari,no, auto: HF OCR typed sample
3201,data\raw\manuscripts\hf_sanskrit_ocr\validation\2272.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2272.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2272.png,hf_sanskrit_ocr,validation,2272.png,printed,Devanagari,no, auto: HF OCR typed sample
3202,data\raw\manuscripts\hf_sanskrit_ocr\validation\2299.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2299.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2299.png,hf_sanskrit_ocr,validation,2299.png,printed,Devanagari,no, auto: HF OCR typed sample
3203,data\raw\manuscripts\hf_sanskrit_ocr\validation\2307.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2307.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2307.png,hf_sanskrit_ocr,validation,2307.png,printed,Devanagari,no, auto: HF OCR typed sample
3204,data\raw\manuscripts\hf_sanskrit_ocr\validation\2314.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2314.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2314.png,hf_sanskrit_ocr,validation,2314.png,printed,Devanagari,no, auto: HF OCR typed sample
3205,data\raw\manuscripts\hf_sanskrit_ocr\validation\2315.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2315.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2315.png,hf_sanskrit_ocr,validation,2315.png,printed,Devanagari,no, auto: HF OCR typed sample
3206,data\raw\manuscripts\hf_sanskrit_ocr\validation\2316.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2316.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2316.png,hf_sanskrit_ocr,validation,2316.png,printed,Devanagari,no, auto: HF OCR typed sample
3207,data\raw\manuscripts\hf_sanskrit_ocr\validation\2318.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2318.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2318.png,hf_sanskrit_ocr,validation,2318.png,printed,Devanagari,no, auto: HF OCR typed sample
3208,data\raw\manuscripts\hf_sanskrit_ocr\validation\2319.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2319.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2319.png,hf_sanskrit_ocr,validation,2319.png,printed,Devanagari,no, auto: HF OCR typed sample
3209,data\raw\manuscripts\hf_sanskrit_ocr\validation\2334.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2334.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2334.png,hf_sanskrit_ocr,validation,2334.png,printed,Devanagari,no, auto: HF OCR typed sample
3210,data\raw\manuscripts\hf_sanskrit_ocr\validation\2338.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2338.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2338.png,hf_sanskrit_ocr,validation,2338.png,printed,Devanagari,no, auto: HF OCR typed sample
3211,data\raw\manuscripts\hf_sanskrit_ocr\validation\2342.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2342.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2342.png,hf_sanskrit_ocr,validation,2342.png,printed,Devanagari,no, auto: HF OCR typed sample
3212,data\raw\manuscripts\hf_sanskrit_ocr\validation\2349.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2349.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2349.png,hf_sanskrit_ocr,validation,2349.png,printed,Devanagari,no, auto: HF OCR typed sample
3213,data\raw\manuscripts\hf_sanskrit_ocr\validation\235.png,data\processed\images_1024\hf_sanskrit_ocr\validation\235.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\235.png,hf_sanskrit_ocr,validation,235.png,printed,Devanagari,no, auto: HF OCR typed sample
3214,data\raw\manuscripts\hf_sanskrit_ocr\validation\2352.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2352.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2352.png,hf_sanskrit_ocr,validation,2352.png,printed,Devanagari,no, auto: HF OCR typed sample
3215,data\raw\manuscripts\hf_sanskrit_ocr\validation\2355.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2355.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2355.png,hf_sanskrit_ocr,validation,2355.png,printed,Devanagari,no, auto: HF OCR typed sample
3216,data\raw\manuscripts\hf_sanskrit_ocr\validation\2359.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2359.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2359.png,hf_sanskrit_ocr,validation,2359.png,printed,Devanagari,no, auto: HF OCR typed sample
3217,data\raw\manuscripts\hf_sanskrit_ocr\validation\2377.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2377.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2377.png,hf_sanskrit_ocr,validation,2377.png,printed,Devanagari,no, auto: HF OCR typed sample
3218,data\raw\manuscripts\hf_sanskrit_ocr\validation\2387.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2387.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2387.png,hf_sanskrit_ocr,validation,2387.png,printed,Devanagari,no, auto: HF OCR typed sample
3219,data\raw\manuscripts\hf_sanskrit_ocr\validation\2388.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2388.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2388.png,hf_sanskrit_ocr,validation,2388.png,printed,Devanagari,no, auto: HF OCR typed sample
3220,data\raw\manuscripts\hf_sanskrit_ocr\validation\2394.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2394.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2394.png,hf_sanskrit_ocr,validation,2394.png,printed,Devanagari,no, auto: HF OCR typed sample
3221,data\raw\manuscripts\hf_sanskrit_ocr\validation\2395.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2395.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2395.png,hf_sanskrit_ocr,validation,2395.png,printed,Devanagari,no, auto: HF OCR typed sample
3222,data\raw\manuscripts\hf_sanskrit_ocr\validation\24.png,data\processed\images_1024\hf_sanskrit_ocr\validation\24.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\24.png,hf_sanskrit_ocr,validation,24.png,printed,Devanagari,no, auto: HF OCR typed sample
3223,data\raw\manuscripts\hf_sanskrit_ocr\validation\2400.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2400.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2400.png,hf_sanskrit_ocr,validation,2400.png,printed,Devanagari,no, auto: HF OCR typed sample
3224,data\raw\manuscripts\hf_sanskrit_ocr\validation\243.png,data\processed\images_1024\hf_sanskrit_ocr\validation\243.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\243.png,hf_sanskrit_ocr,validation,243.png,printed,Devanagari,no, auto: HF OCR typed sample
3225,data\raw\manuscripts\hf_sanskrit_ocr\validation\2437.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2437.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2437.png,hf_sanskrit_ocr,validation,2437.png,printed,Devanagari,no, auto: HF OCR typed sample
3226,data\raw\manuscripts\hf_sanskrit_ocr\validation\2446.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2446.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2446.png,hf_sanskrit_ocr,validation,2446.png,printed,Devanagari,no, auto: HF OCR typed sample
3227,data\raw\manuscripts\hf_sanskrit_ocr\validation\2462.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2462.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2462.png,hf_sanskrit_ocr,validation,2462.png,printed,Devanagari,no, auto: HF OCR typed sample
3228,data\raw\manuscripts\hf_sanskrit_ocr\validation\2467.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2467.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2467.png,hf_sanskrit_ocr,validation,2467.png,printed,Devanagari,no, auto: HF OCR typed sample
3229,data\raw\manuscripts\hf_sanskrit_ocr\validation\2469.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2469.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2469.png,hf_sanskrit_ocr,validation,2469.png,printed,Devanagari,no, auto: HF OCR typed sample
3230,data\raw\manuscripts\hf_sanskrit_ocr\validation\2470.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2470.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2470.png,hf_sanskrit_ocr,validation,2470.png,printed,Devanagari,no, auto: HF OCR typed sample
3231,data\raw\manuscripts\hf_sanskrit_ocr\validation\2475.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2475.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2475.png,hf_sanskrit_ocr,validation,2475.png,printed,Devanagari,no, auto: HF OCR typed sample
3232,data\raw\manuscripts\hf_sanskrit_ocr\validation\249.png,data\processed\images_1024\hf_sanskrit_ocr\validation\249.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\249.png,hf_sanskrit_ocr,validation,249.png,printed,Devanagari,no, auto: HF OCR typed sample
3233,data\raw\manuscripts\hf_sanskrit_ocr\validation\2495.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2495.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2495.png,hf_sanskrit_ocr,validation,2495.png,printed,Devanagari,no, auto: HF OCR typed sample
3234,data\raw\manuscripts\hf_sanskrit_ocr\validation\2523.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2523.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2523.png,hf_sanskrit_ocr,validation,2523.png,printed,Devanagari,no, auto: HF OCR typed sample
3235,data\raw\manuscripts\hf_sanskrit_ocr\validation\253.png,data\processed\images_1024\hf_sanskrit_ocr\validation\253.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\253.png,hf_sanskrit_ocr,validation,253.png,printed,Devanagari,no, auto: HF OCR typed sample
3236,data\raw\manuscripts\hf_sanskrit_ocr\validation\2533.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2533.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2533.png,hf_sanskrit_ocr,validation,2533.png,printed,Devanagari,no, auto: HF OCR typed sample
3237,data\raw\manuscripts\hf_sanskrit_ocr\validation\2543.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2543.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2543.png,hf_sanskrit_ocr,validation,2543.png,printed,Devanagari,no, auto: HF OCR typed sample
3238,data\raw\manuscripts\hf_sanskrit_ocr\validation\255.png,data\processed\images_1024\hf_sanskrit_ocr\validation\255.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\255.png,hf_sanskrit_ocr,validation,255.png,printed,Devanagari,no, auto: HF OCR typed sample
3239,data\raw\manuscripts\hf_sanskrit_ocr\validation\2558.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2558.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2558.png,hf_sanskrit_ocr,validation,2558.png,printed,Devanagari,no, auto: HF OCR typed sample
3240,data\raw\manuscripts\hf_sanskrit_ocr\validation\2559.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2559.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2559.png,hf_sanskrit_ocr,validation,2559.png,printed,Devanagari,no, auto: HF OCR typed sample
3241,data\raw\manuscripts\hf_sanskrit_ocr\validation\257.png,data\processed\images_1024\hf_sanskrit_ocr\validation\257.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\257.png,hf_sanskrit_ocr,validation,257.png,printed,Devanagari,no, auto: HF OCR typed sample
3242,data\raw\manuscripts\hf_sanskrit_ocr\validation\258.png,data\processed\images_1024\hf_sanskrit_ocr\validation\258.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\258.png,hf_sanskrit_ocr,validation,258.png,printed,Devanagari,no, auto: HF OCR typed sample
3243,data\raw\manuscripts\hf_sanskrit_ocr\validation\2589.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2589.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2589.png,hf_sanskrit_ocr,validation,2589.png,printed,Devanagari,no, auto: HF OCR typed sample
3244,data\raw\manuscripts\hf_sanskrit_ocr\validation\2595.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2595.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2595.png,hf_sanskrit_ocr,validation,2595.png,printed,Devanagari,no, auto: HF OCR typed sample
3245,data\raw\manuscripts\hf_sanskrit_ocr\validation\2599.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2599.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2599.png,hf_sanskrit_ocr,validation,2599.png,printed,Devanagari,no, auto: HF OCR typed sample
3246,data\raw\manuscripts\hf_sanskrit_ocr\validation\2608.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2608.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2608.png,hf_sanskrit_ocr,validation,2608.png,printed,Devanagari,no, auto: HF OCR typed sample
3247,data\raw\manuscripts\hf_sanskrit_ocr\validation\2612.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2612.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2612.png,hf_sanskrit_ocr,validation,2612.png,printed,Devanagari,no, auto: HF OCR typed sample
3248,data\raw\manuscripts\hf_sanskrit_ocr\validation\2614.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2614.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2614.png,hf_sanskrit_ocr,validation,2614.png,printed,Devanagari,no, auto: HF OCR typed sample
3249,data\raw\manuscripts\hf_sanskrit_ocr\validation\2615.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2615.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2615.png,hf_sanskrit_ocr,validation,2615.png,printed,Devanagari,no, auto: HF OCR typed sample
3250,data\raw\manuscripts\hf_sanskrit_ocr\validation\2616.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2616.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2616.png,hf_sanskrit_ocr,validation,2616.png,printed,Devanagari,no, auto: HF OCR typed sample
3251,data\raw\manuscripts\hf_sanskrit_ocr\validation\2617.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2617.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2617.png,hf_sanskrit_ocr,validation,2617.png,printed,Devanagari,no, auto: HF OCR typed sample
3252,data\raw\manuscripts\hf_sanskrit_ocr\validation\2618.png,data\processed\images_1024\hf_sanskrit_ocr\validation\2618.png,data\processed\thumbnails\hf_sanskrit_ocr\validation\2618.png,hf_sanskrit_ocr,validation,2618.png,printed,Devanagari,no, auto: HF OCR typed sample
